ECU_ID,Manufacturing_Line_ID,Process_Stage,Temperature,Pressure,Speed,Alignment_Tolerance,Voltage,Current,Defect_Rate_in_Batch,Material_Quality_Indicator,Assembly_Errors,Quality_Check_Results,Production_Time,Rework_Count,Factory_Temperature,Humidity_Levels,Operator_ID,Historical_Failure_Rate,Anomaly_Score,Manufacturing_Error
ECU_165,Line_C,Soldering,294.34,0.82,38.21,0.032,3.87,1.0,3.78,High,2,Pass,14.43,1,23.65,45.98,Operator_13,6.83,0.1,0
ECU_166,Line_B,Testing,164.31,1.04,59.54,0.058,3.48,1.09,3.55,Low,1,Pass,8.19,3,22.27,68.95,Operator_12,2.11,0.64,0
ECU_167,Line_A,Soldering,162.02,1.48,46.53,0.051,4.61,0.4,1.99,Low,3,Fail,11.84,0,25.57,53.34,Operator_20,1.34,0.75,0
ECU_168,Line_C,Testing,256.85,0.83,70.33,0.09,4.21,1.27,2.25,High,5,Fail,16.25,1,34.41,69.05,Operator_8,8.64,0.03,0
ECU_169,Line_A,Packaging,252.05,0.84,62.81,0.09,4.95,1.32,3.93,High,3,Pass,9.26,2,30.52,54.29,Operator_12,3.02,0.9,0
ECU_170,Line_C,Soldering,279.61,1.4,68.98,0.033,3.13,1.29,4.28,Medium,1,Pass,5.14,0,28.9,30.7,Operator_20,7.77,0.44,0
ECU_171,Line_C,Assembly,264.94,1.34,39.45,0.088,4.28,1.23,0.77,Low,3,Fail,8.77,1,24.45,30.87,Operator_7,8.51,0.14,0
ECU_172,Line_A,Packaging,167.56,1.32,81.13,0.064,3.93,0.89,1.21,High,1,Pass,14.3,0,27.48,63.65,Operator_3,3.48,0.37,0
ECU_173,Line_B,Testing,277.56,1.07,45.83,0.031,4.81,0.71,2.54,Medium,1,Pass,13.44,3,30.76,37.27,Operator_18,8.53,0.45,0
ECU_174,Line_A,Assembly,297.76,1.5,81.75,0.05,3.11,0.6,1.58,Medium,4,Fail,9.5,1,27.0,31.19,Operator_12,1.17,0.3,0
ECU_175,Line_C,Packaging,229.18,1.39,25.76,0.088,3.19,1.43,3.1,Low,3,Pass,13.08,0,29.28,53.15,Operator_12,7.75,0.29,0
ECU_176,Line_A,Testing,206.76,0.91,86.34,0.059,3.42,1.06,4.0,Low,4,Fail,6.02,1,20.56,62.26,Operator_12,3.24,0.94,0
ECU_177,Line_A,Soldering,295.51,0.94,73.4,0.042,3.9,0.58,4.84,High,0,Fail,5.93,1,34.9,30.03,Operator_1,6.56,0.8,0
ECU_178,Line_C,Assembly,161.06,0.92,65.84,0.024,4.32,0.68,2.34,Low,1,Fail,6.0,0,20.63,31.87,Operator_19,3.51,0.52,0
ECU_179,Line_A,Soldering,184.01,0.89,61.68,0.015,3.72,1.49,4.58,Low,0,Fail,7.31,1,23.74,44.52,Operator_5,7.3,0.45,1
ECU_180,Line_B,Packaging,278.43,0.9,56.48,0.094,3.11,0.85,4.32,High,2,Pass,19.6,2,24.63,32.44,Operator_15,1.92,0.2,0
ECU_181,Line_C,Soldering,234.92,0.81,73.93,0.076,3.48,1.18,3.01,High,4,Fail,7.7,2,32.05,66.77,Operator_1,8.23,0.44,0
ECU_182,Line_B,Testing,258.41,1.25,98.05,0.035,3.52,1.17,1.03,High,4,Fail,15.78,3,31.82,53.53,Operator_14,2.5,0.08,1
ECU_183,Line_C,Testing,189.9,1.12,84.55,0.076,4.88,1.17,4.33,Low,3,Pass,10.38,1,31.19,47.25,Operator_20,6.5,0.01,1
ECU_184,Line_B,Packaging,201.08,0.97,71.17,0.016,3.13,1.37,1.26,High,4,Fail,17.99,3,28.39,48.29,Operator_1,8.09,0.52,1
ECU_185,Line_B,Packaging,205.03,1.09,63.33,0.053,4.27,1.33,4.41,Low,5,Fail,12.65,3,34.75,52.05,Operator_6,2.64,0.42,0
ECU_186,Line_B,Packaging,199.29,1.19,85.75,0.055,4.03,0.62,4.87,Low,1,Pass,7.91,0,30.35,66.14,Operator_15,7.0,1.0,0
ECU_187,Line_B,Soldering,163.21,1.26,65.94,0.028,3.17,0.24,2.34,High,4,Pass,9.25,3,23.16,30.16,Operator_3,7.77,0.36,1
ECU_188,Line_B,Testing,197.09,0.89,63.31,0.04,4.35,1.18,2.92,Low,2,Fail,14.68,2,21.94,56.08,Operator_15,4.41,0.34,1
ECU_189,Line_A,Packaging,210.11,1.08,42.31,0.071,4.18,0.12,2.37,High,3,Fail,9.87,1,24.28,47.94,Operator_8,5.37,0.25,0
ECU_190,Line_B,Soldering,239.67,1.5,45.07,0.041,3.5,0.31,4.28,High,2,Pass,15.06,0,31.3,37.83,Operator_15,2.13,0.96,1
ECU_191,Line_C,Assembly,211.08,1.41,59.04,0.033,3.94,1.25,0.34,High,0,Fail,13.2,1,29.56,36.08,Operator_16,7.41,0.01,0
ECU_192,Line_A,Soldering,286.38,1.16,58.01,0.065,3.91,0.87,2.25,Low,2,Pass,19.12,0,28.62,52.63,Operator_6,5.78,0.78,1
ECU_193,Line_C,Assembly,237.85,0.92,83.66,0.079,4.18,0.63,1.27,Medium,4,Fail,12.0,3,33.34,44.99,Operator_1,4.33,0.63,0
ECU_194,Line_B,Packaging,224.52,1.05,20.35,0.098,4.32,1.23,1.21,High,5,Fail,8.2,1,31.24,31.25,Operator_5,7.83,0.71,1
ECU_195,Line_A,Assembly,220.41,1.19,61.31,0.024,4.07,0.46,2.7,Medium,4,Fail,10.18,1,25.2,58.94,Operator_5,6.08,0.22,1
ECU_196,Line_B,Testing,208.67,1.41,75.25,0.015,4.22,0.22,2.01,High,5,Fail,14.05,2,25.99,66.55,Operator_10,3.78,0.58,0
ECU_197,Line_C,Soldering,238.25,1.43,78.98,0.033,3.63,0.14,4.69,Low,2,Pass,10.97,0,25.26,60.07,Operator_2,8.91,0.53,1
ECU_198,Line_B,Packaging,240.19,1.47,46.56,0.095,3.89,0.11,4.35,Low,0,Fail,13.08,3,22.76,57.58,Operator_7,3.12,0.77,0
ECU_199,Line_B,Assembly,267.8,0.94,79.73,0.049,4.53,0.43,3.46,High,2,Pass,7.37,3,22.76,48.98,Operator_17,3.82,0.37,0
ECU_200,Line_A,Assembly,222.66,1.04,47.78,0.025,4.55,0.29,3.85,High,0,Fail,15.04,3,33.19,63.59,Operator_17,6.94,0.93,0
ECU_201,Line_A,Testing,265.75,1.05,46.88,0.071,3.48,1.39,4.17,High,5,Pass,7.88,2,20.97,35.04,Operator_4,6.1,0.72,1
ECU_202,Line_A,Soldering,193.34,1.14,67.52,0.028,3.19,0.34,2.58,High,1,Fail,19.68,1,22.36,62.36,Operator_17,9.17,0.12,1
ECU_203,Line_B,Packaging,150.98,1.41,39.5,0.066,3.25,0.34,1.28,Medium,0,Fail,15.97,3,26.63,33.08,Operator_5,7.03,0.59,1
ECU_204,Line_A,Packaging,283.32,0.88,98.96,0.05,3.85,0.42,2.53,High,5,Pass,6.34,1,25.21,66.7,Operator_18,7.05,0.97,1
ECU_205,Line_C,Packaging,159.87,1.46,87.76,0.031,3.47,0.28,1.25,Medium,5,Pass,10.51,1,24.65,43.15,Operator_16,2.99,0.23,1
ECU_206,Line_A,Testing,161.7,0.87,70.08,0.038,3.96,1.4,2.82,High,3,Pass,11.84,2,32.2,31.44,Operator_11,6.16,0.34,1
ECU_207,Line_A,Packaging,255.41,0.88,59.68,0.019,4.06,1.47,3.67,Low,1,Pass,10.46,2,32.67,42.26,Operator_4,0.52,0.57,0
ECU_208,Line_B,Soldering,197.49,1.23,42.62,0.072,3.32,0.43,0.75,High,4,Fail,6.78,0,29.14,52.3,Operator_3,0.52,0.02,0
ECU_209,Line_A,Testing,160.08,1.17,58.3,0.064,5.0,0.23,0.62,High,5,Fail,15.92,0,33.4,55.79,Operator_6,9.6,0.83,0
ECU_210,Line_A,Testing,223.6,1.02,72.64,0.022,3.91,0.51,2.23,Medium,0,Pass,11.5,0,29.51,60.88,Operator_13,2.09,0.38,1
ECU_211,Line_A,Testing,193.13,1.01,40.84,0.096,3.75,0.37,0.47,High,3,Pass,11.55,2,24.16,50.17,Operator_7,5.15,0.5,0
ECU_212,Line_A,Packaging,175.01,1.11,83.43,0.02,4.84,0.31,3.14,Medium,4,Fail,7.87,1,22.91,48.25,Operator_18,3.64,0.71,0
ECU_213,Line_A,Assembly,237.2,1.29,72.22,0.059,3.92,0.63,3.53,Low,0,Pass,15.34,3,23.2,63.21,Operator_17,6.88,0.58,0
ECU_214,Line_B,Testing,221.23,1.49,50.8,0.016,3.95,1.21,1.72,Low,0,Pass,13.44,0,33.2,53.3,Operator_12,7.43,0.79,1
ECU_215,Line_B,Packaging,278.1,1.3,24.65,0.058,3.78,1.08,1.54,Low,3,Pass,19.62,0,30.29,47.41,Operator_3,9.19,0.43,0
ECU_216,Line_C,Assembly,200.78,1.11,51.0,0.091,4.54,0.92,3.61,Low,2,Fail,13.26,3,20.7,59.93,Operator_4,7.02,0.93,0
ECU_217,Line_B,Soldering,271.33,1.35,66.9,0.024,3.22,0.95,4.39,Low,0,Pass,6.15,3,32.15,33.81,Operator_14,2.75,0.03,1
ECU_218,Line_C,Packaging,272.84,1.0,73.0,0.055,3.28,0.58,4.13,High,3,Pass,15.63,3,22.05,51.38,Operator_12,4.95,0.62,0
ECU_219,Line_B,Packaging,197.73,1.22,50.59,0.041,4.87,0.9,0.83,Low,0,Fail,16.98,2,20.15,65.02,Operator_5,1.34,0.67,1
ECU_220,Line_B,Assembly,292.65,0.98,21.61,0.068,3.24,0.79,0.15,Low,0,Pass,15.8,2,23.24,41.06,Operator_6,3.52,0.78,0
ECU_221,Line_B,Soldering,183.66,0.91,70.54,0.048,3.09,0.63,3.7,Medium,0,Fail,12.36,0,33.8,37.4,Operator_1,5.58,0.38,0
ECU_222,Line_A,Testing,289.63,1.39,68.22,0.098,4.09,0.76,0.9,Medium,5,Pass,9.32,2,20.23,55.04,Operator_17,0.19,0.91,1
ECU_223,Line_A,Packaging,154.67,1.28,73.58,0.028,3.95,0.88,0.1,Low,3,Pass,10.62,2,24.86,62.87,Operator_17,9.93,0.07,1
ECU_224,Line_B,Soldering,260.14,0.93,40.67,0.091,4.4,1.43,3.86,Low,0,Fail,13.2,1,34.83,60.2,Operator_10,1.26,0.34,0
ECU_225,Line_C,Soldering,206.63,1.02,90.5,0.045,4.85,0.68,0.32,Medium,2,Fail,5.39,1,31.58,53.62,Operator_5,9.6,0.65,1
ECU_226,Line_C,Assembly,245.06,1.37,35.47,0.02,4.46,0.76,0.11,Low,2,Pass,13.13,2,30.72,52.29,Operator_1,7.44,0.83,0
ECU_227,Line_B,Testing,243.71,1.0,89.77,0.085,4.03,0.97,3.11,High,3,Fail,12.77,1,25.62,67.72,Operator_15,6.37,0.13,1
ECU_228,Line_C,Assembly,152.22,1.04,32.32,0.095,3.25,1.18,2.83,Medium,4,Pass,17.27,0,24.74,44.58,Operator_3,7.29,0.16,0
ECU_229,Line_B,Soldering,299.63,0.8,23.18,0.054,3.74,1.08,3.2,High,2,Pass,7.48,1,22.46,57.07,Operator_11,8.37,0.84,0
ECU_230,Line_A,Testing,266.96,1.44,47.44,0.088,5.0,0.51,1.49,Low,1,Fail,5.88,3,27.6,40.94,Operator_19,4.98,0.36,1
ECU_231,Line_A,Testing,268.79,1.0,66.11,0.099,4.98,1.13,3.8,Low,1,Pass,19.25,3,22.87,61.37,Operator_10,7.34,0.27,0
ECU_232,Line_B,Packaging,186.64,0.89,48.73,0.078,3.68,0.3,1.85,Medium,2,Pass,10.84,2,30.63,35.8,Operator_8,3.84,0.71,0
ECU_233,Line_B,Testing,279.54,0.92,61.39,0.074,4.72,0.43,0.44,Medium,0,Fail,6.71,1,27.0,40.57,Operator_3,5.99,0.29,1
ECU_234,Line_C,Soldering,209.81,0.97,85.95,0.073,4.21,1.49,2.67,Medium,3,Pass,10.25,2,23.53,37.35,Operator_16,6.9,0.95,1
ECU_235,Line_A,Testing,187.94,1.43,47.79,0.01,3.97,0.54,3.35,Low,3,Pass,13.12,0,21.01,59.21,Operator_12,4.15,0.49,1
ECU_236,Line_A,Testing,176.79,1.41,65.21,0.067,3.03,0.86,3.77,Low,1,Pass,18.32,2,26.42,65.63,Operator_20,2.76,0.04,0
ECU_237,Line_A,Assembly,272.37,1.39,47.03,0.077,3.65,0.5,4.11,High,5,Fail,11.51,3,25.24,55.03,Operator_19,5.56,0.4,1
ECU_238,Line_A,Soldering,277.09,1.17,43.09,0.024,3.22,0.12,0.7,Low,5,Fail,17.2,3,30.51,59.62,Operator_14,4.61,0.4,1
ECU_239,Line_C,Soldering,153.99,0.83,35.76,0.042,3.7,0.44,4.29,High,2,Fail,15.23,3,30.51,59.03,Operator_17,3.1,0.54,1
ECU_240,Line_B,Assembly,177.94,1.12,76.03,0.067,3.75,0.51,3.76,Low,3,Pass,15.98,1,28.83,36.64,Operator_7,5.14,0.66,1
ECU_241,Line_A,Soldering,173.55,1.29,26.24,0.021,4.12,0.46,3.75,Medium,2,Fail,5.07,0,28.46,60.35,Operator_6,9.17,0.07,1
ECU_242,Line_A,Packaging,153.81,1.44,85.31,0.04,4.12,1.06,1.39,Low,1,Pass,6.61,1,25.59,50.92,Operator_4,5.33,0.7,0
ECU_243,Line_A,Assembly,159.08,1.48,25.8,0.068,4.11,0.14,3.73,High,3,Pass,8.18,1,24.02,65.89,Operator_11,6.95,0.29,1
ECU_244,Line_B,Soldering,180.77,1.07,92.28,0.083,3.5,0.96,4.86,Medium,5,Pass,13.9,3,33.18,61.4,Operator_20,1.25,0.94,0
ECU_245,Line_B,Packaging,281.44,1.03,72.64,0.082,4.86,0.7,2.32,Medium,0,Fail,17.11,3,32.79,32.73,Operator_15,2.99,0.56,0
ECU_246,Line_B,Soldering,173.95,1.33,92.58,0.03,3.3,0.86,2.42,Low,5,Pass,11.21,1,24.5,63.18,Operator_4,5.93,0.17,0
ECU_247,Line_A,Testing,261.11,1.04,89.07,0.073,3.59,0.17,0.81,High,4,Pass,16.35,2,21.01,41.19,Operator_12,0.39,0.62,1
ECU_248,Line_B,Soldering,235.09,1.4,51.56,0.087,4.36,0.48,4.57,Medium,1,Fail,6.42,2,20.32,41.3,Operator_15,9.95,0.27,1
ECU_249,Line_A,Assembly,267.46,0.86,82.62,0.095,4.16,0.2,0.33,Low,0,Fail,14.81,3,23.5,45.53,Operator_20,6.84,0.2,0
ECU_250,Line_A,Assembly,204.1,1.46,85.85,0.037,3.08,0.94,4.35,High,1,Pass,19.84,1,26.44,46.07,Operator_20,5.73,0.22,1
ECU_251,Line_B,Soldering,206.14,1.01,73.73,0.081,3.07,0.88,3.14,Low,1,Fail,16.55,3,29.6,33.85,Operator_20,5.16,0.08,1
ECU_252,Line_B,Packaging,293.96,0.97,77.73,0.029,4.34,1.45,1.09,High,0,Pass,18.67,3,21.84,30.71,Operator_8,9.06,0.4,0
ECU_253,Line_A,Assembly,165.16,0.86,83.23,0.082,4.36,0.67,2.36,High,2,Fail,16.54,1,23.28,68.49,Operator_5,9.45,0.96,1
ECU_254,Line_A,Soldering,284.04,0.98,54.5,0.076,3.62,0.92,3.51,High,5,Pass,5.28,1,23.65,45.1,Operator_18,6.87,0.5,0
ECU_255,Line_B,Testing,181.28,1.42,65.36,0.088,4.52,0.4,3.75,Low,3,Pass,16.15,1,20.54,46.93,Operator_19,2.34,0.84,0
ECU_256,Line_B,Packaging,223.84,1.29,23.37,0.068,4.5,0.69,0.7,Low,4,Fail,15.48,0,24.11,34.15,Operator_17,4.05,0.39,1
ECU_257,Line_B,Testing,196.37,1.48,99.28,0.032,4.99,1.05,4.41,High,1,Fail,11.9,1,31.69,64.22,Operator_17,1.42,0.92,1
ECU_258,Line_C,Packaging,262.01,1.1,36.51,0.032,4.77,0.14,3.42,Medium,2,Pass,10.52,2,25.41,67.48,Operator_18,3.41,0.4,0
ECU_259,Line_C,Soldering,190.1,1.06,74.07,0.013,4.9,0.35,3.96,Medium,4,Pass,10.14,2,24.39,60.25,Operator_17,9.79,0.68,0
ECU_260,Line_B,Packaging,200.76,1.3,78.43,0.038,3.05,1.26,0.6,Medium,3,Fail,15.9,2,34.06,45.32,Operator_6,2.79,0.69,1
ECU_261,Line_A,Assembly,164.11,0.94,43.67,0.031,4.77,0.64,3.07,Low,0,Pass,16.32,1,32.17,33.91,Operator_15,3.63,0.18,1
ECU_262,Line_C,Packaging,255.17,1.27,74.39,0.065,4.77,1.4,3.01,Low,1,Fail,17.41,3,30.5,59.46,Operator_6,3.11,0.32,1
ECU_263,Line_A,Testing,181.53,1.4,35.64,0.092,3.14,0.9,1.35,Low,1,Fail,19.75,0,27.79,49.79,Operator_2,2.03,0.09,0
ECU_264,Line_B,Soldering,248.71,1.47,99.35,0.091,4.9,0.75,1.14,Medium,0,Fail,17.03,3,33.63,34.85,Operator_8,8.15,0.71,0
ECU_265,Line_B,Testing,188.48,1.17,24.19,0.075,4.6,0.1,1.41,Medium,5,Fail,12.34,2,26.67,57.82,Operator_2,5.31,0.06,0
ECU_266,Line_B,Testing,185.52,1.28,75.95,0.056,4.8,0.82,2.95,Low,0,Fail,18.24,1,26.43,36.75,Operator_10,4.7,0.51,0
ECU_267,Line_A,Soldering,150.3,1.03,37.12,0.026,3.13,1.16,3.94,Low,2,Pass,7.66,1,29.56,33.53,Operator_12,3.23,0.97,1
ECU_268,Line_A,Assembly,297.67,1.06,41.72,0.089,3.07,0.76,4.89,High,2,Fail,9.6,3,32.42,49.31,Operator_16,5.64,0.56,0
ECU_269,Line_C,Soldering,175.32,1.25,34.7,0.069,4.26,1.39,2.15,Medium,2,Fail,11.28,2,21.94,66.79,Operator_3,3.66,0.12,0
ECU_270,Line_C,Testing,206.39,0.83,95.76,0.098,3.98,0.2,4.62,Low,3,Pass,14.79,2,24.38,66.6,Operator_11,5.01,0.75,1
ECU_271,Line_C,Assembly,259.42,1.16,77.31,0.097,4.88,1.45,2.28,High,2,Fail,19.59,1,22.85,53.72,Operator_8,1.93,0.87,1
ECU_272,Line_B,Soldering,255.18,1.42,82.83,0.015,3.8,1.22,0.23,Low,2,Fail,19.07,0,28.5,55.39,Operator_4,6.79,0.63,0
ECU_273,Line_C,Testing,241.48,1.32,96.03,0.098,3.67,1.14,0.84,High,3,Fail,14.59,1,33.94,49.79,Operator_7,0.07,0.22,1
ECU_274,Line_C,Soldering,186.6,1.45,63.27,0.04,3.85,0.9,3.15,Medium,1,Pass,19.53,3,23.12,49.51,Operator_5,5.1,0.9,1
ECU_275,Line_B,Soldering,222.94,1.11,27.3,0.037,4.82,0.71,4.0,Medium,4,Fail,14.51,1,34.69,37.37,Operator_12,2.48,0.97,0
ECU_276,Line_B,Soldering,166.51,1.49,43.35,0.05,4.27,0.16,4.02,Low,1,Fail,19.02,2,31.6,35.73,Operator_4,4.16,0.02,1
ECU_277,Line_C,Packaging,168.18,1.36,78.47,0.014,3.62,0.54,1.05,High,0,Pass,19.53,3,33.63,48.54,Operator_3,6.46,0.34,1
ECU_278,Line_C,Soldering,233.51,1.29,51.28,0.077,4.56,0.56,4.26,Medium,0,Fail,7.35,2,28.99,34.75,Operator_3,4.86,0.86,1
ECU_279,Line_C,Packaging,253.64,0.92,76.87,0.02,4.07,1.17,3.71,High,0,Pass,7.34,0,34.16,48.69,Operator_9,9.73,0.36,0
ECU_280,Line_C,Assembly,284.24,0.93,35.86,0.014,3.89,0.55,0.98,Medium,1,Fail,10.95,1,22.1,57.38,Operator_14,2.73,0.54,0
ECU_281,Line_C,Soldering,225.55,1.47,65.95,0.093,4.95,0.56,4.14,Medium,2,Pass,8.04,0,25.83,58.9,Operator_5,6.36,0.72,1
ECU_282,Line_A,Packaging,243.81,1.19,39.37,0.073,3.69,0.19,3.11,Low,4,Fail,16.97,3,30.74,49.92,Operator_17,9.24,0.33,0
ECU_283,Line_A,Testing,229.53,1.13,22.83,0.088,3.66,0.35,1.14,High,4,Fail,15.98,2,34.5,34.21,Operator_15,6.14,0.88,1
ECU_284,Line_A,Soldering,263.86,1.28,25.83,0.069,4.76,1.33,3.3,High,2,Fail,18.11,3,31.34,62.11,Operator_18,6.67,0.6,1
ECU_285,Line_A,Assembly,220.62,1.04,48.04,0.046,3.59,1.07,1.29,Low,4,Pass,5.75,1,32.75,57.99,Operator_18,1.65,0.77,1
ECU_286,Line_A,Packaging,253.91,1.34,50.79,0.063,4.56,0.89,1.09,Medium,1,Pass,11.26,3,33.38,68.31,Operator_16,8.17,0.84,1
ECU_287,Line_C,Packaging,276.71,1.04,29.19,0.017,3.28,1.27,4.25,Low,5,Pass,13.89,1,32.32,67.9,Operator_19,4.16,0.46,1
ECU_288,Line_A,Testing,239.4,0.8,56.92,0.051,3.04,0.92,3.16,Low,3,Pass,5.07,1,29.74,60.22,Operator_7,9.65,0.54,0
ECU_289,Line_C,Assembly,264.22,1.21,72.26,0.018,3.12,0.29,0.46,Low,5,Pass,9.18,1,25.21,56.94,Operator_15,6.31,0.63,0
ECU_290,Line_A,Testing,168.35,1.04,22.86,0.036,4.04,0.5,1.15,Low,4,Pass,8.49,3,20.89,41.61,Operator_20,8.54,0.84,1
ECU_291,Line_B,Testing,235.23,1.42,93.61,0.021,3.26,1.08,1.46,High,2,Fail,19.42,0,21.46,69.47,Operator_7,8.65,0.14,0
ECU_292,Line_B,Assembly,260.77,1.42,86.3,0.091,4.69,1.24,1.83,Low,5,Fail,11.97,2,24.59,61.41,Operator_10,9.85,0.85,1
ECU_293,Line_B,Assembly,274.93,1.29,41.48,0.08,3.31,0.53,1.79,Low,1,Pass,17.03,3,20.33,60.28,Operator_6,9.31,0.05,1
ECU_294,Line_B,Testing,295.63,1.03,66.74,0.067,4.88,0.67,1.44,Medium,3,Pass,13.34,3,21.71,50.85,Operator_18,1.15,0.33,0
ECU_295,Line_B,Soldering,220.25,1.36,61.74,0.085,3.42,1.24,2.04,High,1,Fail,15.35,0,32.35,69.4,Operator_12,8.43,0.74,1
ECU_296,Line_B,Testing,294.33,0.83,81.66,0.051,3.35,1.05,0.01,High,5,Fail,10.9,0,28.81,64.42,Operator_8,4.73,0.5,0
ECU_297,Line_C,Assembly,231.23,1.25,77.55,0.058,4.32,0.2,4.79,Low,0,Fail,14.74,3,21.82,35.4,Operator_9,4.4,0.57,0
ECU_298,Line_C,Testing,152.55,1.48,75.58,0.042,4.52,0.82,3.89,High,1,Fail,14.67,2,30.68,34.09,Operator_4,0.26,0.34,1
ECU_299,Line_C,Testing,299.01,1.17,42.2,0.079,3.64,0.59,1.14,Low,5,Fail,16.71,0,31.61,33.7,Operator_13,6.0,0.8,0
ECU_300,Line_A,Assembly,256.37,1.49,33.1,0.087,3.79,1.08,2.05,High,3,Pass,6.05,3,26.41,66.3,Operator_7,1.58,0.36,0
ECU_301,Line_A,Soldering,181.07,1.0,98.04,0.07,3.08,1.27,1.64,Low,1,Pass,18.81,0,24.61,39.58,Operator_1,6.31,0.75,1
ECU_302,Line_C,Assembly,255.1,1.19,51.8,0.025,3.38,0.58,0.19,Medium,2,Pass,5.35,3,29.2,38.69,Operator_15,7.26,0.14,0
ECU_303,Line_C,Testing,170.89,1.2,95.89,0.082,4.84,0.86,3.9,High,3,Fail,15.76,3,21.45,38.23,Operator_16,8.85,0.07,1
ECU_304,Line_B,Assembly,251.31,1.19,22.85,0.078,3.61,0.53,1.21,High,0,Fail,13.46,0,31.42,46.59,Operator_9,0.13,0.52,1
ECU_305,Line_A,Assembly,263.63,1.01,49.8,0.068,4.66,0.63,2.26,High,1,Pass,11.15,0,22.7,52.3,Operator_6,2.77,0.69,1
ECU_306,Line_A,Assembly,278.6,1.03,60.94,0.048,3.46,0.53,2.55,Low,2,Fail,13.13,0,32.29,39.35,Operator_20,9.76,0.09,1
ECU_307,Line_C,Packaging,223.46,0.81,45.57,0.071,3.46,0.13,1.82,Low,5,Fail,16.04,3,32.47,60.84,Operator_20,0.03,0.76,1
ECU_308,Line_C,Testing,211.61,0.86,79.42,0.083,3.91,0.31,2.83,Medium,1,Fail,8.64,1,21.69,49.21,Operator_2,2.76,0.16,0
ECU_309,Line_B,Assembly,271.28,0.85,96.26,0.061,5.0,0.48,2.92,Medium,4,Pass,8.2,2,29.33,47.38,Operator_15,2.73,0.37,1
ECU_310,Line_C,Testing,283.27,1.49,27.33,0.022,4.59,1.21,2.77,Medium,3,Pass,6.32,0,21.39,50.36,Operator_5,3.22,0.05,0
ECU_311,Line_C,Assembly,242.42,1.14,89.83,0.065,4.74,0.15,2.96,Medium,5,Fail,11.77,0,27.84,47.18,Operator_5,0.07,0.35,0
ECU_312,Line_A,Soldering,226.31,1.44,52.13,0.016,4.8,0.98,3.2,Medium,3,Pass,16.95,0,25.43,51.46,Operator_14,2.89,0.6,0
ECU_313,Line_C,Packaging,196.67,0.97,76.76,0.02,4.76,0.2,0.87,Medium,5,Pass,5.69,3,21.91,51.98,Operator_6,9.18,0.39,0
ECU_314,Line_C,Packaging,282.63,1.0,43.64,0.099,4.16,1.15,0.88,High,3,Fail,8.85,3,33.27,37.29,Operator_17,6.97,0.28,1
ECU_315,Line_A,Assembly,290.41,1.01,38.52,0.024,4.39,1.16,4.84,Medium,1,Fail,6.13,2,26.1,40.39,Operator_12,0.2,0.81,1
ECU_316,Line_A,Soldering,281.97,1.06,64.99,0.059,4.04,0.62,3.78,Medium,3,Fail,8.2,2,26.8,53.47,Operator_15,9.89,0.96,0
ECU_317,Line_B,Soldering,161.42,0.93,38.76,0.072,3.83,0.97,1.51,Low,0,Fail,7.56,2,26.83,58.35,Operator_14,9.98,0.22,1
ECU_318,Line_A,Assembly,256.13,1.27,56.52,0.096,3.12,1.38,2.34,Medium,4,Pass,10.1,2,28.72,38.8,Operator_5,2.81,0.22,0
ECU_319,Line_A,Testing,152.77,0.93,93.23,0.082,3.42,1.12,0.75,Medium,4,Fail,9.99,1,28.75,49.65,Operator_20,9.19,0.48,1
ECU_320,Line_A,Soldering,182.48,1.23,98.76,0.05,4.24,1.36,4.08,High,5,Pass,10.1,1,24.14,61.43,Operator_5,8.09,0.26,0
ECU_321,Line_B,Packaging,209.72,1.25,85.31,0.074,4.42,0.35,2.28,Medium,2,Pass,13.13,1,21.87,55.12,Operator_5,4.04,0.41,1
ECU_322,Line_B,Packaging,233.43,1.45,53.45,0.085,3.43,1.31,4.03,Medium,1,Fail,5.79,3,29.14,60.78,Operator_7,7.12,0.21,0
ECU_323,Line_B,Assembly,249.03,0.89,83.28,0.063,4.6,1.19,1.22,Low,0,Pass,8.82,1,31.16,40.71,Operator_20,4.84,0.11,1
ECU_324,Line_A,Assembly,248.39,1.37,35.96,0.018,4.5,1.35,2.28,Low,1,Fail,19.57,0,34.03,53.59,Operator_11,9.66,0.17,1
ECU_325,Line_C,Assembly,290.61,0.89,69.1,0.091,4.43,0.28,2.8,High,0,Fail,13.14,2,29.12,49.24,Operator_17,9.16,0.63,0
ECU_326,Line_B,Testing,235.16,1.2,38.6,0.03,3.81,1.43,2.86,Low,3,Pass,12.83,0,33.08,67.69,Operator_16,5.38,0.34,0
ECU_327,Line_B,Soldering,216.7,1.25,48.28,0.088,3.56,0.29,4.31,Low,0,Pass,5.23,2,27.83,63.49,Operator_17,8.52,0.29,1
ECU_328,Line_A,Assembly,200.54,1.16,49.8,0.077,3.36,1.31,0.4,Medium,2,Pass,5.47,3,27.1,54.33,Operator_3,8.09,0.25,0
ECU_329,Line_A,Packaging,199.1,1.28,52.67,0.051,3.83,1.33,3.96,Medium,0,Fail,19.11,1,20.51,32.53,Operator_12,0.26,0.14,0
ECU_330,Line_B,Assembly,198.33,1.31,58.98,0.044,4.09,1.07,2.19,High,5,Pass,6.48,2,29.04,47.45,Operator_1,6.89,0.51,1
ECU_331,Line_C,Packaging,291.53,1.29,36.08,0.079,4.01,1.26,4.51,High,1,Fail,18.95,0,23.03,65.68,Operator_20,7.93,0.92,1
